id,naam,dgl_loc,lengte,wegtype,meetgeg,ref_begin,ref_eind,ref_loc,length_km,geometry_wkt,sensor_uri,sensor_type,centroid_lon,centroid_lat
4320,0160vwg0674ra0,RWS01_MONIBAS_0160vwg0674ra0,431.0,H,4,12958,12959,12960,0.4317516089172243,"LINESTRING (4.740638997108734 51.52740388279454, 4.740676442294393 51.52732811087332, 4.740724657080248 51.52724332410454, 4.740735726175223 51.52722633059359, 4.740806021755462 51.52711841194274, 4.740878625422412 51.52701886638188, 4.74097597048632 51.52689882547506, 4.741045903679744 51.526820230672385, 4.741129750601332 51.52673439133388, 4.741157649342707 51.526708307546784, 4.741209308693286 51.52666000880329, 4.741251189400641 51.526623426447024, 4.74138114587237 51.52651568877674, 4.741495058382291 51.52642866702891, 4.741525174558556 51.52640732642925, 4.741589854234867 51.526361493924874, 4.741689312988514 51.5262964525974, 4.741792528067892 51.526233655780935, 4.741935911505346 51.526152793768595, 4.742100997189201 51.52606750304126, 4.742241950241508 51.52600178803804, 4.742277236129707 51.52598533705156, 4.742456491899162 51.52590998122992, 4.742579661832217 51.52586323469116, 4.742734016038967 51.525809311637886, 4.742926560411942 51.525749951272665, 4.743124430076639 51.52569569056641, 4.743246164019978 51.525666201224965, 4.743359280777822 51.52564143682035, 4.743381265899898 51.52563662362008, 4.743588272378504 51.52559699241689, 4.7437275231563 51.52557378250699, 4.743868130710207 51.5255540711773, 4.744089073275652 51.52552965756524, 4.744232213289709 51.52551711667151, 4.74444780174638 51.52550465507426, 4.744471545980759 51.52550393157191, 4.74459174135046 51.52550026924131, 4.744735852720871 51.52549902218801, 4.7447705092103 51.525499700665485, 4.744794924251766 51.52550017873174, 4.74483355495731 51.52550093495229, 4.744938363736079 51.525502986835725, 4.745225489403611 51.5255184849688, 4.745370270024243 51.52553056769898, 4.745477828264336 51.52554269010616)",sensor:meetvak_582,MeasurementSection,4.7428551168164,51.52601954744325
4319,0021hrr1733ra0,RWS01_MONIBAS_0021hrr1733ra0,345.0,H,4,12955,12956,12957,0.34598418539310066,"LINESTRING (5.519070179924361 51.37499541780333, 5.521596898301625 51.37231756300936)",sensor:meetvak_583,MeasurementSection,5.520333539112993,51.37365649040635
4318,0151hrl0870ra0,RWS01_MONIBAS_0151hrl0870ra0,350.0,H,4,12952,12953,12954,0.3500062508633781,"LINESTRING (4.832228494313878 51.822141334201326, 4.832090101143184 51.822114503803384, 4.831039001142118 51.82195050380328, 4.830073501141142 51.82184820380324, 4.829208101140264 51.821772803803164, 4.827220735082616 51.821670274940985)",sensor:meetvak_584,MeasurementSection,4.829730554080428,51.82184827177543
4317,0131hrr0072ra0,RWS01_MONIBAS_0131hrr0072ra0,448.0,H,4,12949,12950,12951,0.44835028385796866,"LINESTRING (4.359819031965404 52.02676724222989, 4.3599739 52.0266341, 4.362045 52.0248579, 4.363633755807483 52.02349604771625)",sensor:meetvak_585,MeasurementSection,4.361726218105969,52.025131440089325
4316,0090vwv0386ra0,RWS01_MONIBAS_0090vwv0386ra0,165.0,H,4,12946,12947,12948,0.16589507238874537,"LINESTRING (4.743495801080191 52.35473810413152, 4.745338687140353 52.35376358746351)",sensor:meetvak_586,MeasurementSection,4.744417244110272,52.354250845797516
4315,0241hrl0045ra0,RWS01_MONIBAS_0241hrl0045ra0,309.0,H,4,12943,12944,12945,0.3090000002213525,"LINESTRING (4.265618220368714 51.90037144924168, 4.265619929376108 51.9003748032611, 4.265641891602344 51.900417495086046, 4.265664054681601 51.90046013470969, 4.265686435415073 51.90050271851685, 4.265709053225398 51.90054524849073, 4.265728946356112 51.900582221331874, 4.265731893520721 51.90058766300687, 4.265755047283521 51.90063009534193, 4.265778462385699 51.900672415825824, 4.265802176737779 51.90071466005729, 4.265826210895602 51.90075683119864, 4.265847407547412 51.90079348179702, 4.265859667773548 51.9008144476579, 4.265875258723948 51.90084086523104, 4.265900340699278 51.90088280940499, 4.265925757720246 51.900924640542364, 4.26595152748698 51.90096638892516, 4.265977649589104 51.901008053560346, 4.266004123334723 51.9010496330928, 4.266030947877666 51.90109112652531, 4.266058127558696 51.90113254046117, 4.266082077611205 51.90116852809772, 4.266085611663966 51.90117379917808, 4.266113548177398 51.901215121891624, 4.266121094842325 51.90122618143961, 4.266135228705036 51.90124677879794, 4.266149407257577 51.9012672919043, 4.266170295897926 51.90129724645923, 4.266199220792218 51.90133821524476, 4.266228516174078 51.90137912436442, 4.26623263575909 51.90138483115054, 4.266258078248723 51.9014198298125, 4.266288121867273 51.90146062569154, 4.266318323393059 51.90150107591287, 4.26634895674099 51.90154154768387, 4.266379931493475 51.901581919958545, 4.266411246808748 51.90162219156003, 4.266442901987997 51.901662361402714, 4.266474895898799 51.901702428306876, 4.266507227837841 51.90174239136669, 4.266539896965552 51.9017822493154, 4.26657292683858 51.90182203069276, 4.266588897821033 51.90184108448144, 4.266609761650042 51.901865800727556, 4.266639912781154 51.90190117617151, 4.266673926571098 51.901940609049504, 4.266708267661138 51.90197992557422, 4.266742940436797 51.9020191305514, 4.266777943906327 51.9020582229825, 4.266813277082574 51.90209720168928, 4.266848938973824 51.90213606567315, 4.266884928735698 51.902174813847026, 4.266921245376625 51.90221344521248, 4.266957887761627 51.90225195867957, 4.266994854901295 51.90229035316001, 4.267032145949014 51.902328627656566, 4.267069759767799 51.902366781169285, 4.26710769537023 51.902404812519855, 4.267146695648143 51.90244344934878, 4.267184527811296 51.90248050482892, 4.267223422523163 51.90251816369901, 4.26726263476075 51.90255569640995, 4.267302163536638 51.9025931017835, 4.267342007709219 51.90263037899934, 4.267382166291093 51.90266752687929, 4.267422638144945 51.90270454442328, 4.267463421986164 51.90274143071992, 4.267504516970226 51.90277818468213, 4.267545921960001 51.90281480530999, 4.267587635527588 51.90285129160069, 4.26758996009357 51.90285330248543)",sensor:meetvak_587,MeasurementSection,4.26652206132316,51.90167690836465
4314,3251hrl0261ra0,RWS01_MONIBAS_3251hrl0261ra0,661.0,H,4,12940,12941,12942,0.6610096419760134,"LINESTRING (5.956428458417853 51.97263202839757, 5.956255 51.9725002, 5.9558084 51.9721446, 5.9553952 51.9718085, 5.9548565 51.9713186, 5.954198 51.9707033, 5.9540141 51.9705038, 5.9538911 51.9703531, 5.9538317 51.9702761, 5.9537074 51.9701204, 5.9533757 51.9696736, 5.9530414 51.969121, 5.9529119 51.9689068, 5.95224273820739 51.96735881632875)",sensor:meetvak_588,MeasurementSection,5.9540520526282315,51.97021338973619
4313,0091hrr0405ra0,RWS01_MONIBAS_0091hrr0405ra0,623.0,H,4,12937,12938,12939,0.6236703183555804,"LINESTRING (4.721945006087162 52.36672794088723, 4.7167338 52.3695267, 4.7157956 52.3700012, 4.715039180203639 52.37040847742556)",sensor:meetvak_589,MeasurementSection,4.718495766644971,52.368575267044754
4312,0020vwm0591ra0,RWS01_MONIBAS_0020vwm0591ra0,378.0,H,4,12934,12935,12936,0.37817728609660733,"LINESTRING (5.061297611971136 52.104154217310075, 5.061941901387137 52.10365440397907, 5.062522301387697 52.10315760397874, 5.063250801388399 52.102524703978325, 5.063861901388989 52.101969903978, 5.064472881385584 52.101376374860564)",sensor:meetvak_590,MeasurementSection,5.06291281956557,52.10279695134204
4311,0021hrl0672ra0,RWS01_MONIBAS_0021hrl0672ra0,528.0,H,4,12931,12932,12933,0.5289930989606947,"LINESTRING (5.064931364560541 52.039836316700416, 5.064995701387375 52.039656303939466, 5.06502780138737 52.03886110393903, 5.064925901387247 52.0383628039387, 5.064978301387275 52.03784570393837, 5.064978301387263 52.037552003938195, 5.064989101387263 52.03726820393804, 5.065015901387275 52.03695140393783, 5.064973001387217 52.03657850393761, 5.064967601387194 52.03622210393742, 5.064861501387078 52.035963803937214, 5.06495690138715 52.03545980393692, 5.064938078476142 52.035104445281526)",sensor:meetvak_591,MeasurementSection,5.06496946584489,52.03746873527155
4310,0671hrr0324ra0,RWS01_MONIBAS_0671hrr0324ra0,330.0,H,4,12928,12929,12930,0.3300207764342569,"LINESTRING (5.625336898927621 51.421363623740056, 5.626912501929286 51.421513703532334, 5.630026572357716 51.421813899502624)",sensor:meetvak_592,MeasurementSection,5.627681792644701,51.421588166772295
4309,0271hrr0384ra0,RWS01_MONIBAS_0271hrr0384ra0,420.0,H,4,12925,12926,12927,0.4200611502883137,"LINESTRING (4.95741176315834 51.86024912170302, 4.958586701272435 51.862249203828625, 4.959075001272965 51.86308040382916, 4.959494072756738 51.86379780518789)",sensor:meetvak_593,MeasurementSection,4.958453617146138,51.862023053866174
4308,0121hrl0764ra0,RWS01_MONIBAS_0121hrl0764ra0,595.0,H,4,12922,12923,12924,0.5950466286534876,"LINESTRING (5.339035265859547 52.06551084536774, 5.335975001660491 52.06551450395283, 5.330570301655065 52.0655192039529, 5.330357539360386 52.065519304064175)",sensor:meetvak_594,MeasurementSection,5.334696402971038,52.06551543893925
4307,0021hrl2431ra0,RWS01_MONIBAS_0021hrl2431ra0,285.0,H,4,12919,12920,12921,0.2858552873001445,"LINESTRING (5.788192024348648 50.95175042189009, 5.787918702075855 50.95249840320495, 5.787615902075577 50.95332530320552, 5.787424502075402 50.95389690320595, 5.787325802075312 50.954200803206184, 5.787309348154704 50.954258503729356)",sensor:meetvak_595,MeasurementSection,5.787740288091637,50.95300089690129
4306,3251hrl0157ra0,RWS01_MONIBAS_3251hrl0157ra0,535.0,H,4,12916,12917,12918,0.5357083159383649,"LINESTRING (5.875230090392633 51.92142998395849, 5.8751998 51.9212593, 5.8751387 51.9208686, 5.8749379 51.9197524, 5.8748357 51.919202, 5.87455 51.91761, 5.87439168010687 51.916642999381246)",sensor:meetvak_596,MeasurementSection,5.874808427631831,51.919036930268675
4305,0060vwm0530ra0,RWS01_MONIBAS_0060vwm0530ra0,250.0,H,4,12913,12914,12915,0.25096784946601175,"LINESTRING (5.25112901631956 52.35329252117172, 5.252229101588367 52.35358070412814, 5.252970301589119 52.35377540412819, 5.253675701589829 52.3539728041283, 5.254487229913173 52.354218148188835)",sensor:meetvak_597,MeasurementSection,5.2528118524200735,52.35374204360399
5789,0161hrr0497ra0,RWS01_MONIBAS_0161hrr0497ra0,600.0,H,4,17365,17366,17367,0.600097725485998,"LINESTRING (4.667771302390522 51.67744196667146, 4.6694563 51.6756949, 4.6696643 51.6754712, 4.672188384149488 51.67279957786584)",sensor:meetvak_598,MeasurementSection,4.669985290457116,51.67512597501261
4304,0731hrl0239ra0,RWS01_MONIBAS_0731hrl0239ra0,342.0,H,4,12910,12911,12912,0.3423283579946771,"LINESTRING (6.032531772711643 51.23568350915141, 6.032348702333 51.235567003396575, 6.031699102332331 51.23515330339629, 6.03097090233158 51.23468760339598, 6.030441102331035 51.234347303395786, 6.030075802330657 51.23411310339563, 6.029862402330438 51.2339756033955, 6.029777502330348 51.233920103395505, 6.029722302330294 51.233881103395476, 6.029692902330262 51.23385970339546, 6.029505502330068 51.233728003395385, 6.029145908263478 51.233460086859054)",sensor:meetvak_599,MeasurementSection,6.03082704577668,51.234589068804205
4303,0280vwm0850ra0,RWS01_MONIBAS_0280vwm0850ra0,382.0,H,4,12907,12908,12909,0.3827165640197912,"LINESTRING (6.021141247856034 52.484988342649366, 6.025463404875198 52.487194822946364)",sensor:meetvak_600,MeasurementSection,6.0233023263656165,52.48609158279787
4302,0041hrl0304ra0,RWS01_MONIBAS_0041hrl0304ra0,366.0,H,4,12904,12905,12906,0.3661180710411175,"LINESTRING (4.542808407834487 52.154963455593474, 4.5429817 52.1550433, 4.5456975 52.1562954, 4.547059702955833 52.156960608282326)",sensor:meetvak_601,MeasurementSection,4.544938966719778,52.15595168335393
4301,0021hrl1387ra0,RWS01_MONIBAS_0021hrl1387ra0,395.0,H,4,12901,12902,12903,0.3950349159479125,"LINESTRING (5.395075895689724 51.5221927564128, 5.393701301697293 51.523549103604374, 5.392310601695939 51.524864303605256, 5.391969637085788 51.52516778324415)",sensor:meetvak_602,MeasurementSection,5.39353477459314,51.523692928581085
4300,0011hrr0335ra0,RWS01_MONIBAS_0011hrr0335ra0,644.0,H,4,12898,12899,12900,0.6442594339266162,"LINESTRING (5.291705319973893 52.22196643136445, 5.2917785 52.2219519, 5.2931195 52.2216742, 5.2951113 52.2212496, 5.30062053422992 52.22008252185149)",sensor:meetvak_603,MeasurementSection,5.296163430672792,52.221026898623045
4299,0091hrl0405ra0,RWS01_MONIBAS_0091hrl0405ra0,721.0,H,4,12895,12896,12897,0.7214107929605651,"LINESTRING (4.721792596478131 52.366558963344104, 4.7268771 52.3638289, 4.729771624617223 52.36229531780432)",sensor:meetvak_604,MeasurementSection,4.725779386451908,52.364422033290325
4298,0101hrl0124ra1,RWS01_MONIBAS_0101hrl0124ra1,431.0,H,4,12892,12893,12894,0.4319840159331541,"LINESTRING (4.955741714102194 52.343648271577194, 4.955931030314852 52.3438513022465, 4.95636958441277 52.34431471751985, 4.956815751139216 52.34477961569348, 4.957266632266633 52.34524282876567, 4.957446246991697 52.34542512563408, 4.957911119428507 52.34588320194099, 4.958356586834194 52.34631607638386, 4.958633411282037 52.346578261277934, 4.958884430410429 52.34691768155949, 4.958959298248248 52.346990150240515)",sensor:meetvak_605,MeasurementSection,4.957355370971762,52.34531699935992
4297,4341hrl0041ra0,RWS01_MONIBAS_4341hrl0041ra0,257.0,H,4,12889,12890,12891,0.25794764224963435,"LINESTRING (4.453992523609307 52.139017512142495, 4.452853500778229 52.13970150400101, 4.451295061593894 52.140636180785734)",sensor:meetvak_606,MeasurementSection,4.452643902319747,52.139827029288185
4296,0020vwe1564ra0,RWS01_MONIBAS_0020vwe1564ra0,368.0,H,4,12886,12887,12888,0.3688884184911126,"LINESTRING (5.397066383571943 51.48417933763106, 5.397017395329655 51.4841881826701, 5.396810722888009 51.48422727831085, 5.396466985290325 51.48429391966848, 5.39601866799573 51.48438363298155, 5.395820414614286 51.48442363946727, 5.395275360603228 51.484467481791285, 5.393559662821918 51.48484178683777, 5.392012577574302 51.48517740565817)",sensor:meetvak_607,MeasurementSection,5.394535317178781,51.484654056555215
4295,0281hrr0127ra0,RWS01_MONIBAS_0281hrr0127ra0,602.0,H,4,12883,12884,12885,0.6022166312603592,"LINESTRING (5.32282618601249 52.11707194306259, 5.32353380165008 52.11720700398484, 5.324122401650674 52.117329803984894, 5.324731701651292 52.117464203984966, 5.32538440165195 52.117620503985044, 5.326101301652678 52.11780240398517, 5.326916201653502 52.11802480398528, 5.327291601653884 52.11813600398535, 5.327859401654462 52.11830860398543, 5.328859401655477 52.118634203985664, 5.330608001657252 52.119226003986, 5.330815304022576 52.11929966454321)",sensor:meetvak_608,MeasurementSection,5.326850953577151,52.11807519599221
4294,0151hrr1547ra0,RWS01_MONIBAS_0151hrr1547ra0,476.0,H,4,12880,12881,12882,0.47600032233902173,"LINESTRING (5.767222391678319 51.908345753037906, 5.7683372 51.9078823, 5.7700422 51.9071654, 5.7718384 51.9063999, 5.772938551942502 51.905936561727444)",sensor:meetvak_609,MeasurementSection,5.770081892023468,51.907144536221864
4293,0121hrl0093ra0,RWS01_MONIBAS_0121hrl0093ra0,540.0,H,4,12877,12878,12879,0.5409294302338025,"LINESTRING (4.416700034856186 52.05238709490242, 4.410975400731545 52.052775203947206, 4.408941400729517 52.052954703947265, 4.408870183059333 52.052961915501456)",sensor:meetvak_610,MeasurementSection,4.412783844745108,52.05265839811619
4292,0010vwq0128ra0,RWS01_MONIBAS_0010vwq0128ra0,453.0,H,4,12874,12875,12876,0.4530906937880175,"LINESTRING (5.064209601399201 52.32371970411207, 5.0656261014006 52.323384204111896, 5.067189001402149 52.32304370411169, 5.068165401403116 52.32284210411155, 5.069283801404226 52.322633904111434, 5.070504659497548 52.32242129069499)",sensor:meetvak_611,MeasurementSection,5.067349209991716,52.32303193531426
4291,0060vwm0489ra0,RWS01_MONIBAS_0060vwm0489ra0,424.0,H,4,12871,12872,12873,0.42421120217312586,"LINESTRING (5.193665353130004 52.34905877819869, 5.195203201531235 52.34960130412639, 5.196168001532214 52.34993410412654, 5.197552001533617 52.350418004126816, 5.199079125515147 52.35094159687041)",sensor:meetvak_612,MeasurementSection,5.1963707277533135,52.3500045325758
4290,0091hrr0500ra0,RWS01_MONIBAS_0091hrr0500ra0,348.0,H,4,12868,12869,12870,0.34840983568856176,"LINESTRING (4.667959275053569 52.44219459994049, 4.667769401009115 52.44268440418308, 4.667504601008892 52.443480704183564, 4.667318501008741 52.44415970418393, 4.667244901008685 52.444483904184125, 4.667178901008641 52.44490590418435, 4.667118690095246 52.44527974231202)",sensor:meetvak_613,MeasurementSection,4.667473641696878,52.44371976850075
4289,0081hrl0025ra1,RWS01_MONIBAS_0081hrl0025ra1,394.0,H,4,12865,12866,12867,0.394237933150096,"LINESTRING (4.864769230685971 52.43452856740235, 4.8649761 52.4343337, 4.8650989 52.4342212, 4.8660855 52.4333018, 4.8670865 52.4323978, 4.8677634 52.4317939, 4.8679838 52.4315978, 4.867997283974444 52.431585759506724)",sensor:meetvak_614,MeasurementSection,4.866375678724828,52.43304886378379
5788,0011hrl0856ra0,RWS01_MONIBAS_0011hrl0856ra0,511.0,H,4,17362,17363,17364,0.5119723576690614,"LINESTRING (5.996925011692802 52.18152197621383, 5.994195 52.1809023, 5.9931922 52.1806942, 5.9921214 52.1804207, 5.9911579 52.1801614, 5.990166 52.1798623, 5.989988763894391 52.179804386543886)",sensor:meetvak_615,MeasurementSection,5.9934438572778435,52.18071317917546
4288,0091hrl0221ra1,RWS01_MONIBAS_0091hrl0221ra1,406.0,H,4,12862,12863,12864,0.4069042602120866,"LINESTRING (4.943628218816502 52.28524648999488, 4.943226801276468 52.28529080408984, 4.942039701275288 52.28538390408993, 4.941015701274265 52.28541110408994, 4.940023701273272 52.28542490408994, 4.938175601271425 52.285460604089984, 4.937683603607527 52.28547322835482)",sensor:meetvak_616,MeasurementSection,4.940658144246989,52.28539993684044
4287,0121hrr0134ra0,RWS01_MONIBAS_0121hrr0134ra0,655.0,H,4,12859,12860,12861,0.6555811063019298,"LINESTRING (4.475241209250434 52.04804895305014, 4.4760022 52.0480004, 4.4784793 52.047849, 4.4814855 52.0476627, 4.4827195 52.0475857, 4.4839451 52.0475105, 4.484750087006766 52.047461427254916)",sensor:meetvak_617,MeasurementSection,4.479995613675053,52.04775464308076
4286,0161hrl0323ra0,RWS01_MONIBAS_0161hrl0323ra0,498.0,H,4,12856,12857,12858,0.49819429801998305,"LINESTRING (4.6293507009388 51.81841860380082, 4.628883700938369 51.81919850380134, 4.628180100937727 51.82050910380218, 4.627058600936706 51.82266460380353)",sensor:meetvak_618,MeasurementSection,4.628182721830331,51.82052942920259
4285,0041hrr0434ra0,RWS01_MONIBAS_0041hrr0434ra0,564.0,H,4,12853,12854,12855,0.5649263583230246,"LINESTRING (4.404387891544217 52.07761784670446, 4.404064000725959 52.07739920396234, 4.40384350072573 52.07727070396228, 4.403354800725225 52.07699070396208, 4.402322100724161 52.07644360396172, 4.401879100723704 52.07622130396158, 4.401341900723152 52.07596140396141, 4.400794600722588 52.07571310396126, 4.400306500722089 52.07550020396114, 4.399596600721361 52.075209103960944, 4.398844200720589 52.07491330396076, 4.39810970071984 52.07464820396058, 4.397851304996648 52.07455603701153)",sensor:meetvak_619,MeasurementSection,4.401179234036809,52.07596233196639
4284,0150vwd0445ra0,RWS01_MONIBAS_0150vwd0445ra0,1039.0,H,4,12850,12851,12852,1.0396428955537567,"LINESTRING (4.30781634514257 51.86883433545533, 4.3066469 51.8687679, 4.2998781 51.8683437, 4.2959023 51.8681604, 4.2933438 51.8680477, 4.29278031410363 51.868022871406005)",sensor:meetvak_620,MeasurementSection,4.300299938592394,51.8683982741874
4283,0011hrl1327ra0,RWS01_MONIBAS_0011hrl1327ra0,607.0,H,4,12847,12848,12849,0.6070136995012719,"LINESTRING (6.577006216558292 52.2838304473396, 6.576777802905535 52.28383590405129, 6.574991502903763 52.28390400405143, 6.572949002901742 52.284012304051586, 6.570598002899415 52.28414280405173, 6.569554702898383 52.284190404051834, 6.568137183034971 52.28424317743584)",sensor:meetvak_621,MeasurementSection,6.572571625185796,52.284034683270136
4282,0761hrr0097ra0,RWS01_MONIBAS_0761hrr0097ra0,593.0,H,4,12844,12845,12846,0.5932484367534974,"LINESTRING (5.874204702162957 50.93767270319246, 5.876102402164856 50.9368881031919, 5.87677580216553 50.93660530319166, 5.876961002165714 50.93652720319161, 5.876999602165755 50.93651130319159, 5.877694602166449 50.936196603191334, 5.878035702166791 50.93602710319123, 5.878355302167109 50.935860303191106, 5.878831202167583 50.935594103190915, 5.879224802167973 50.93535470319073, 5.879842102168585 50.93493310319041, 5.880104702168848 50.93474570319028, 5.880342902169083 50.93456440319013, 5.880542702169279 50.93439110319002, 5.880654680006704 50.934293015117156)",sensor:meetvak_622,MeasurementSection,5.877527912330035,50.93615645611544
4281,0151hrl0486ra0,RWS01_MONIBAS_0151hrl0486ra0,639.0,H,4,12841,12842,12843,0.6399096648750097,"LINESTRING (4.359810871029889 51.87600856335634, 4.3527172 51.8754683, 4.3508204 51.8753102, 4.350592635557225 51.875285599056696)",sensor:meetvak_623,MeasurementSection,4.355201027432475,51.875655640280286
4280,0121hrr1337ra0,RWS01_MONIBAS_0121hrr1337ra0,530.0,H,4,12838,12839,12840,0.5300565539096371,"LINESTRING (5.974886525275887 51.983088070870906, 5.9755473 51.9828956, 5.9763728 51.9826407, 5.977041 51.9824181, 5.9776947 51.9821758, 5.978338 51.981926, 5.9788096 51.9817343, 5.9793869 51.9814903, 5.9800613 51.9811882, 5.9806593 51.9809018, 5.9813609 51.980546, 5.981374636666983 51.980538554661784)",sensor:meetvak_624,MeasurementSection,5.978174976592937,51.98192607216495
4279,0581hrl0137ra1,RWS01_MONIBAS_0581hrl0137ra1,801.0,H,4,12835,12836,12837,0.801118676441184,"LINESTRING (5.390944563968144 51.48524047193964, 5.3909718 51.4852344, 5.3910327 51.4852211, 5.3917536 51.4850638, 5.3923964 51.4849257, 5.3925346 51.4848955, 5.3946183 51.4844446, 5.3951833 51.4843106, 5.3958486 51.4841246, 5.3963163 51.4838928, 5.3966927 51.4837191, 5.3970577 51.4835158, 5.3972696 51.4833978, 5.3982539 51.482849, 5.3986517 51.4826943, 5.3990322 51.4825497, 5.3994459 51.4824264, 5.4000737 51.4822669, 5.4004984 51.4821818, 5.4010858 51.4820965, 5.401139656610281 51.48209360712306)",sensor:meetvak_625,MeasurementSection,5.396077032789335,51.48375757497291
4278,0091hrr0359ra0,RWS01_MONIBAS_0091hrr0359ra0,692.0,H,4,12832,12833,12834,0.6920372734842859,"LINESTRING (4.760183461641318 52.33511868116115, 4.760120001095814 52.335166304119916, 4.759803601095514 52.33541500412007, 4.759375901095105 52.3357881041203, 4.758938401094687 52.336208004120564, 4.758642801094409 52.3365036041207, 4.75840230109418 52.336765704120864, 4.75823260109402 52.33697280412099, 4.757996001093798 52.337272104121176, 4.757650401093478 52.33774730412146, 4.757377401093229 52.33817870412172, 4.75710660109298 52.338660704121985, 4.756873101092774 52.33917730412231, 4.75661100109255 52.3399144041227, 4.756508001092463 52.340285804122956, 4.756428601092404 52.34070300412323, 4.756418336417247 52.340800300336554)",sensor:meetvak_626,MeasurementSection,4.757931498191898,52.337726698085774
