id,naam,dgl_loc,meetricht,wegtype,meetgeg,ref_mvak,longitude,latitude,geometry_wkt,sensor_uri,sensor_type
3700,A73 - Groot Bollerweg,PLB02_556010_LP,116,O,3,,6.130013133,51.383362227,POINT (6.130013133 51.383362227),sensor:telpunt_15836,CountingPoint
3699,BPL Landgraaf richting Kerkrade Tunnelweg,PLB02_300019_RP,187,O,3,,6.043110611,50.876709923,POINT (6.043110611 50.876709923),sensor:telpunt_15837,CountingPoint
3698,Bosscherweg van Voedingskanaalweg naar Pastoor Moormanstraat,PLB02_MSTR008_LP,327,O,3,,5.687421076,50.863262048,POINT (5.687421076 50.863262048),sensor:telpunt_15838,CountingPoint
3697,BPL Struikenweg richting Allee,PLB02_300006_RP,60,O,3,,5.915667568,50.930376406,POINT (5.915667568 50.930376406),sensor:telpunt_15839,CountingPoint
3696,Rijksweg van Eyckelborg naar Bronckweg,PLB02_MSTR048_LP,185,O,3,,5.729265208,50.825177722,POINT (5.729265208 50.825177722),sensor:telpunt_15840,CountingPoint
3695,Rijksweg van Bronckweg naar Eyckelborg,PLB02_MSTR047_RP,5,O,3,,5.729265614,50.825182036,POINT (5.729265614 50.825182036),sensor:telpunt_15841,CountingPoint
3694,John F. Kennedysingel van Maasboulevard naar Reiner Nafzgerstraat,PLB02_MSTR044_LP,103,O,3,,5.705206102,50.840500439,POINT (5.705206102 50.840500439),sensor:telpunt_15842,CountingPoint
3693,John F. Kennedysingel van Reiner Nafzgerstraat naar Maasboulevard,PLB02_MSTR043_RP,282,O,3,,5.705079945,50.840617759,POINT (5.705079945 50.840617759),sensor:telpunt_15843,CountingPoint
3692,Cannerweg van Nekummerweg naar Jekermolenweg,PLB02_MSTR038_LP,22,O,3,,5.669961981,50.833803008,POINT (5.669961981 50.833803008),sensor:telpunt_15844,CountingPoint
3691,Nobellaan van Widelanken naar Tamboerijnstraat,PLB02_MSTR016_LP,75,O,3,,5.667804934,50.855994253,POINT (5.667804934 50.855994253),sensor:telpunt_15845,CountingPoint
3690,BPL Kerkrade Tunnelweg richting Landgraaf,PLB02_300020_LP,5,O,3,,6.043468588,50.87816102,POINT (6.043468588 50.87816102),sensor:telpunt_15846,CountingPoint
3689,Via Regia van Koffiemolenweg naar Belgie,PLB02_MSTR024_LP,275,O,3,,5.645247976,50.858680755,POINT (5.645247976 50.858680755),sensor:telpunt_15847,CountingPoint
3688,Via Regia van Belgie naar Koffiemolenweg,PLB02_MSTR023_RP,275,O,3,,5.645252035,50.85868035,POINT (5.645252035 50.85868035),sensor:telpunt_15848,CountingPoint
3687,A2 - H. v. Doorneweg,PLB02_297140_RP,96,O,3,,5.829706616,51.039372451,POINT (5.829706616 51.039372451),sensor:telpunt_15849,CountingPoint
3686,John F. Kennedylaan - A79,PLB02_281350_RP,328,O,3,,5.976465823,50.873377841,POINT (5.976465823 50.873377841),sensor:telpunt_15850,CountingPoint
3685,A73 - Venrayseweg,PLB02_295050_LP,71,O,3,,6.125362161,51.414845721,POINT (6.125362161 51.414845721),sensor:telpunt_15851,CountingPoint
3684,N584 Diepestraat - Komgrens Hulsberg,PLB02_298220_RP,46,O,3,,5.852648119,50.888098817,POINT (5.852648119 50.888098817),sensor:telpunt_15852,CountingPoint
3683,Pastoor Brouwersstraat - Kerkstraat,PLB02_278150_LP,277,O,3,,5.793166578,50.822645238,POINT (5.793166578 50.822645238),sensor:telpunt_15853,CountingPoint
3682,Heidenschoolweg richting Ossendijk,PLB02_270250_LP,258,O,3,,5.927373181,51.505154026,POINT (5.927373181 51.505154026),sensor:telpunt_15854,CountingPoint
3681,Hoofdrijbaan Mijnheerkensweg - Buitenop,PLB02_280360_LP_HR,260,O,3,,5.987549696,51.197770059,POINT (5.987549696 51.197770059),sensor:telpunt_15855,CountingPoint
3680,Parallelbaan Buitenop - Mijnheerkensweg,PLB02_280360_RP_PST,80,O,3,,5.987578045,51.197695735,POINT (5.987578045 51.197695735),sensor:telpunt_15856,CountingPoint
3679,Cuijksesteeg - Groesbeekseweg,PLB02_271760_RP,282,O,3,,5.888330989,51.748467092,POINT (5.888330989 51.748467092),sensor:telpunt_15857,CountingPoint
3678,Rijksweg van Veldstraat naar Oeslingerbaan,PLB02_MSTR050_LP,158,O,3,,5.726637083,50.834988901,POINT (5.726637083 50.834988901),sensor:telpunt_15858,CountingPoint
3677,Belgische grens - Havenweg,PLB02_570050_LP,281,O,3,,6.018756898,51.176553686,POINT (6.018756898 51.176553686),sensor:telpunt_15859,CountingPoint
3676,Schoolstraat - Aan de Heibloem,PLB02_279300_LP,329,O,3,,5.890385824,51.306298025,POINT (5.890385824 51.306298025),sensor:telpunt_15860,CountingPoint
3675,Belgian border - Hoogcruts,PLB02_598160_LP,334,O,3,,5.843327675,50.769109687,POINT (5.843327675 50.769109687),sensor:telpunt_15861,CountingPoint
3674,Komgrens Wahlwiller - N595,PLB02_278330_LP,274,O,3,,5.927256934,50.810343408,POINT (5.927256934 50.810343408),sensor:telpunt_15862,CountingPoint
3673,Waldfeuchterbaan - Annendaalderweg,PLB02_274350_RP,43,O,3,,5.979129107,51.077090481,POINT (5.979129107 51.077090481),sensor:telpunt_15863,CountingPoint
3672,Duitse grens - N274,PLB02_293350_LP,306,O,3,,6.053657057,51.118916937,POINT (6.053657057 51.118916937),sensor:telpunt_15864,CountingPoint
3671,Komgrens Lemiers - Komgrens Vaals,PLB02_278450_RP,119,O,3,,6.005456853,50.778481937,POINT (6.005456853 50.778481937),sensor:telpunt_15865,CountingPoint
3670,Komgrens Nijswiller - Komgrens Wahlwiller,PLB02_278350_LP,274,O,3,,5.944869081,50.808859004,POINT (5.944869081 50.808859004),sensor:telpunt_15866,CountingPoint
3669,van Plettenbergweg - N278 Rijksweg,PLB02_595180_RP,121,O,3,,5.912583762,50.813265179,POINT (5.912583762 50.813265179),sensor:telpunt_15867,CountingPoint
3668,Heldenseweg - Leudalweg,PLB02_273470_LP,219,O,3,,5.984582782,51.261149512,POINT (5.984582782 51.261149512),sensor:telpunt_15868,CountingPoint
3667,van Beekstraat naar Loo,PLB02_PEM003_RP,61,O,3,,5.999839083,51.335920844,POINT (5.999839083 51.335920844),sensor:telpunt_15869,CountingPoint
3666,Holtum-Noordweg - Bij de Molen,PLB02_296150_LP,146,O,3,,5.840716995,51.075471126,POINT (5.840716995 51.075471126),sensor:telpunt_15870,CountingPoint
