id,externalId,validatedOn,rvvCode,status,textSigns,side,roadName,roadType,roadNumber,roadSectionId,nwbVersion,countyName,countyCode,townName,imageUrl,firstSeenOn,lastSeenOn,expectedRemovedOn,placedOn,removedOn,longitude,latitude,geometry_wkt
0081a3e6-ccd3-46cd-a192-857e8cd80fb9,,,A3,PLACED,[ ],L,Provincialeweg,2.0,242.0,600122072.0,2024-03-01,Alkmaar,GM0361,Alkmaar,https://wegkenmerken.ndw.nu/api/images/a742a942-e377-41f2-9f36-ae791296f33a,2016-02-11,2022-03-02,,,,4.7855771473121,52.633539692594,POINT (4.785577 52.63354)
00820254-3852-479f-8f91-bb7bf5041fdc,,,A3,PLACED,[ ],L,Rykswg,1.0,12.0,600119652.0,2024-03-01,Waddinxveen,GM0627,Waddinxveen,https://wegkenmerken.ndw.nu/api/images/07adf8d0-d5bc-4820-9201-48a49e73a56b,2016-04-20,2022-05-15,,,,4.683019836765,52.030170940069,POINT (4.68302 52.030171)
00823f36-5f60-4e5e-b012-f236ba70134d,,,A3,PLACED,[ ],L,Coentunnelweg,1.0,8.0,239387072.0,2024-03-01,Amsterdam,GM0363,Amsterdam,https://wegkenmerken.ndw.nu/api/images/8a23122a-ec60-4bac-a655-9c10e316fa2c,2016-05-13,2022-04-22,,,,4.8819945372742,52.42409543093,POINT (4.881995 52.424095)
0085ad47-4648-4783-b2e4-7d40568c2cb5,,,A3,PLACED,[ ],R,Nieuwe Haagseweg,1.0,4.0,600122465.0,2024-03-01,Amsterdam,GM0363,Amsterdam,https://wegkenmerken.ndw.nu/api/images/ab82e041-9f5c-4dde-a76c-afa323945c1f,2016-05-13,2022-04-24,,,,4.8205850566025,52.338855637425,POINT (4.820585 52.338856)
008afa48-ad1d-483f-832e-9e68f8a9dc70,,,A3,PLACED,[ ],R,Rykswg,1.0,12.0,210297021.0,2024-03-01,Waddinxveen,GM0627,Waddinxveen,https://wegkenmerken.ndw.nu/api/images/cba2f4f3-ed6f-45cb-801a-facaaba8a314,2016-04-20,2022-05-15,,,,4.6645162121311,52.024738268033,POINT (4.664516 52.024738)
008bdf25-1033-406c-8e08-1e4e88e218b7,,,A3,PLACED,[ ],L,Ringweg-Oost,1.0,10.0,600280124.0,2024-03-01,Amsterdam,GM0363,Amsterdam,https://wegkenmerken.ndw.nu/api/images/9c017617-fe5e-420d-a5a0-b5be079df7d2,2016-05-09,2022-04-21,,,,4.9717206842672,52.383572392028,POINT (4.971721 52.383572)
008da71f-242e-48d9-ae06-3f7726bfce30,,,A3,PLACED,[ ],R,Rijksweg A5,1.0,5.0,601033308.0,2024-03-01,Haarlemmermeer,GM0394,Lijnden,https://wegkenmerken.ndw.nu/api/images/a0bd47f7-047b-47e0-8e7f-452926d1344d,2016-05-11,2022-04-23,,,,4.735659568228,52.345489537968,POINT (4.73566 52.34549)
008f5d13-746b-48b4-b35b-105559aa6f11,,,A3,PLACED,[ ],L,Delhuijzenweg,1.0,50.0,600143936.0,2024-03-01,Arnhem,GM0202,Arnhem,https://wegkenmerken.ndw.nu/api/images/29c33589-1f04-4d5e-8111-b89b6a972fcb,2016-04-11,2022-04-28,,,,5.9261256459075,52.028060763151,POINT (5.926126 52.028061)
00925526-de9c-43b3-b406-5d5177d7d5ce,,,A3,PLACED,[ ],L,Rijksweg A2,1.0,2.0,292245025.0,2024-03-01,Zaltbommel,GM0297,Bruchem,https://wegkenmerken.ndw.nu/api/images/b75b511f-4b2e-4317-b0dc-baee4e07c40e,2016-05-04,2022-05-10,,,,5.2586739782566,51.800987413771,POINT (5.258674 51.800987)
00934257-65fa-4bce-9e74-274a0217ddd3,,,A3,PLACED,[ ],L,Rijksweg A4,1.0,4.0,206339006.0,2024-03-01,Haarlemmermeer,GM0394,Weteringbrug,https://wegkenmerken.ndw.nu/api/images/cab0cba3-db2c-4cda-8a80-767184c901d3,2016-05-10,2022-04-24,,,,4.6327607725041,52.222116837144,POINT (4.632761 52.222117)
0098206a-d593-44ab-b9ea-ffd10fbe291a,,,A3,PLACED,[ ],R,Europaweg,1.0,12.0,370297016.0,2024-03-01,Arnhem,GM0202,Arnhem,https://wegkenmerken.ndw.nu/api/images/d278f5a6-40c5-461b-9735-cfe55ef73abb,2016-04-11,2022-04-21,,,,5.8786088903417,52.024295085316,POINT (5.878609 52.024295)
0098801f-3540-41be-8d7e-52f245bc007b,,,A3,PLACED,[ ],R,Hartelweg,2.0,218.0,600276343.0,2024-03-01,Nissewaard,GM1930,Spijkenisse,https://wegkenmerken.ndw.nu/api/images/b6f0c889-a0b7-4038-899d-72718e20a89f,2018-05-15,2022-06-16,,,,4.3074123695041,51.86094299247,POINT (4.307412 51.860943)
009f2b3d-20ae-45e9-8660-845354ac8b9f,,,A3,PLACED,[ ],R,Rykswg,1.0,12.0,320302035.0,2024-03-01,Utrechtse Heuvelrug,GM1581,Leersum,https://wegkenmerken.ndw.nu/api/images/8144ecb0-7096-4d3e-9c5a-d40a5ff564bc,2022-04-12,2022-04-12,,,,5.4663623199552,52.050510806086,POINT (5.466362 52.050511)
00a2abe1-4727-4745-8bdb-18a3b6d8d141,,,A3,PLACED,[ ],O,Provincialeweg,,,600757215.0,2024-03-01,Zaanstad,GM0479,Zaandam,https://wegkenmerken.ndw.nu/api/images/479464b0-013b-40b3-acd3-cc6390517408,2016-08-31,2022-09-12,,,,4.8200548317524,52.433161490765,POINT (4.820055 52.433161)
00a8f82c-4145-4944-8e7e-8201477d6a91,,,A3,PLACED,[ ],R,Stenen Baakplein,,,132277003.0,2024-03-01,Rotterdam,GM0599,Maasvlakte Rotterdam,https://wegkenmerken.ndw.nu/api/images/2ef91e05-b40a-4f2b-920f-215abfeee12f,2016-05-12,2022-03-09,,,,4.0979458566722,51.932025892821,POINT (4.097946 51.932026)
