id,externalId,validatedOn,rvvCode,status,textSigns,side,roadName,roadType,roadNumber,roadSectionId,nwbVersion,countyName,countyCode,townName,imageUrl,firstSeenOn,lastSeenOn,placedOn,removedOn,longitude,latitude,geometry_wkt
c08ad76e-f2e0-45f0-934a-034ee4292530,,,J8,PLACED,[ ],O,Schapendijk,,,465366001.0,2024-03-01,Wierden,GM0189,Notter,https://wegkenmerken.ndw.nu/api/images/f615529c-1af8-4137-b752-c5501574fdae,2016-02-29,2022-02-01,,,6.5337131999381,52.331762750538,POINT (6.533713 52.331763)
c08afb03-bcb6-4057-b33a-fd33617405c3,,,J8,PLACED,[ ],Z,Lijmbeekstraat,,,601020793.0,2024-03-01,Eindhoven,GM0772,Eindhoven,https://wegkenmerken.ndw.nu/api/images/b7484471-b7a4-451a-8905-3557f2ac2a56,2021-08-12,2022-07-27,,,5.4681268300886,51.446243362164,POINT (5.468127 51.446243)
c08c6a1b-14bc-431b-bb98-3b606c4a0ed2,,,J8,PLACED,[ ],O,Smokstraat,,,209183004.0,2024-03-01,Zundert,GM0879,Rijsbergen,https://wegkenmerken.ndw.nu/api/images/142acfae-e8fb-49d6-89a4-3b3c7dc11a0b,2016-08-30,2022-10-03,,,4.6762540781358,51.502605369535,POINT (4.676254 51.502605)
c0985b78-5685-4ef9-ad3f-d13c41a9db0b,,,J8,PLACED,[ ],W,Oude Dijk,,,443397001.0,2024-03-01,Ommen,GM0175,Dalmsholte,https://wegkenmerken.ndw.nu/api/images/867a7d0b-e3e0-4e1c-8509-b658c0cea88b,2016-09-07,2022-08-16,,,6.3702317079135,52.473555884785,POINT (6.370232 52.473556)
c0ab4394-6149-47a2-9e85-0deac6cb1bf7,,,J8,PLACED,[ ],O,Ypeloschoolweg,,,471365002.0,2024-03-01,Wierden,GM0189,Wierden,https://wegkenmerken.ndw.nu/api/images/ceacb00d-5a57-41ce-8d5b-19d3efe7ba76,2016-03-09,2022-02-01,,,6.5772902005737,52.329403547348,POINT (6.57729 52.329404)
c0ab960b-4e35-429a-9136-76bead590428,,,J8,PLACED,[ ],N,Tramwijk ZZ,,,518477001.0,2024-03-01,Emmen,GM0114,Nieuw-Weerdinge,https://wegkenmerken.ndw.nu/api/images/dfef5fd8-41d0-4bd3-a21f-c8fa53936f48,2021-01-08,2022-01-11,,,6.9388374065413,52.831233733574,POINT (6.938837 52.831234)
c0bc636e-d57d-4763-9461-ec4f4c78b36e,,,J8,PLACED,[ ],Z,Doornweg,,,396397037.0,2024-03-01,Oldebroek,GM0269,Hattemerbroek,https://wegkenmerken.ndw.nu/api/images/e85cdcdd-3ae9-4144-8de5-1ff6c65a62cd,2016-02-25,2022-04-20,,,6.0264759340955,52.476522272283,POINT (6.026476 52.476522)
c0bc6de4-f456-49d5-8cff-1c6247e99fb7,,,J8,PLACED,[ ],O,Looweg,,,438348004.0,2024-03-01,Deventer,GM0150,Bathmen,https://wegkenmerken.ndw.nu/api/images/293bbd24-ee3a-40cd-bee2-75e4a2719a90,2018-07-02,2022-06-19,,,6.3302864236774,52.256076433713,POINT (6.330286 52.256076)
c0cc27b6-9f84-4732-944d-5c69ceae48d9,,,J8,PLACED,[ ],Z,De Trije Roeden,,,412548003.0,2024-03-01,Achtkarspelen,GM0059,Boelenslaan,https://wegkenmerken.ndw.nu/api/images/2a13549c-8add-44cf-899a-09471bee2b88,2017-01-10,2022-07-06,,,6.1509681204718,53.155264222096,POINT (6.150968 53.155264)
c0d2705b-a0bf-47eb-9306-9487ef382ccf,,,J8,PLACED,[ ],N,Berg,,,309163015.0,2024-03-01,Veldhoven,GM0861,Veldhoven,https://wegkenmerken.ndw.nu/api/images/58797ea4-7357-4d83-a346-9641ef5765f8,2017-05-18,2022-05-10,,,5.38428088259,51.423386974229,POINT (5.384281 51.423387)
c0d88a70-7cc3-4b1e-bbce-1f23f6eb0923,,,J8,PLACED,[ ],O,Knapersven,,,335186003.0,2024-03-01,Laarbeek,GM1659,Mariahout,https://wegkenmerken.ndw.nu/api/images/b2db1866-8cf2-4d63-bef9-40cabc34673d,2020-10-16,2022-09-22,,,5.5724390118731,51.527077824997,POINT (5.572439 51.527078)
c0e37934-8ea4-4422-91c1-246a30217413,,,J8,PLACED,[ ],W,Klinkenweg,,,436354002.0,2024-03-01,Deventer,GM0150,Okkenbroek,https://wegkenmerken.ndw.nu/api/images/467917d1-b213-4615-a158-52275753b587,2016-08-18,2022-06-20,,,6.3133609727417,52.281468553315,POINT (6.313361 52.281469)
