site_id,timestamp,measurement_index,flow_rate,num_values_used,std_deviation,flow_category
RWS01_MONIBAS_0161hrl0617ra,2025-10-23 14:09:00+00:00,3,1260.0,,,Heavy
RWS01_MONIBAS_0161hrl0617ra,2025-10-23 14:09:00+00:00,,1260.0,,,Heavy
RWS01_MONIBAS_0161hrl0617ra,2025-10-23 14:09:00+00:00,5,1680.0,,,Very Heavy
RWS01_MONIBAS_0161hrl0617ra,2025-10-23 14:09:00+00:00,,1680.0,,,Very Heavy
RWS01_MONIBAS_0161hrr0147ra,2025-10-23 14:09:00+00:00,1,1320.0,,,Heavy
RWS01_MONIBAS_0161hrr0147ra,2025-10-23 14:09:00+00:00,,1320.0,,,Heavy
RWS01_MONIBAS_0161hrr0147ra,2025-10-23 14:09:00+00:00,3,1140.0,,,Heavy
RWS01_MONIBAS_0161hrr0147ra,2025-10-23 14:09:00+00:00,,1140.0,,,Heavy
RWS01_MONIBAS_0161hrl0474ra,2025-10-23 14:09:00+00:00,1,1140.0,,,Heavy
RWS01_MONIBAS_0161hrl0474ra,2025-10-23 14:09:00+00:00,,1140.0,,,Heavy
RWS01_MONIBAS_0161hrl0474ra,2025-10-23 14:09:00+00:00,3,1620.0,,,Very Heavy
RWS01_MONIBAS_0161hrl0474ra,2025-10-23 14:09:00+00:00,,1620.0,,,Very Heavy
RWS01_MONIBAS_0161hrl0474ra,2025-10-23 14:09:00+00:00,5,720.0,,,Moderate
RWS01_MONIBAS_0161hrl0474ra,2025-10-23 14:09:00+00:00,,720.0,,,Moderate
RWS01_MONIBAS_0161hrl0474ra,2025-10-23 14:09:00+00:00,7,1020.0,,,Heavy
RWS01_MONIBAS_0161hrl0474ra,2025-10-23 14:09:00+00:00,,1020.0,,,Heavy
RWS01_MONIBAS_0151hrl0911ra,2025-10-23 14:09:00+00:00,1,2400.0,,,Very Heavy
RWS01_MONIBAS_0151hrl0911ra,2025-10-23 14:09:00+00:00,,2400.0,,,Very Heavy
RWS01_MONIBAS_0151hrl0911ra,2025-10-23 14:09:00+00:00,3,1260.0,,,Heavy
RWS01_MONIBAS_0151hrl0911ra,2025-10-23 14:09:00+00:00,,1260.0,,,Heavy
RWS01_MONIBAS_0100vwp0307ra,2025-10-23 14:09:00+00:00,1,1020.0,,,Heavy
RWS01_MONIBAS_0100vwp0307ra,2025-10-23 14:09:00+00:00,,1020.0,,,Heavy
RWS01_MONIBAS_0100vwp0307ra,2025-10-23 14:09:00+00:00,3,780.0,,,Moderate
RWS01_MONIBAS_0100vwp0307ra,2025-10-23 14:09:00+00:00,,780.0,,,Moderate
RWS01_MONIBAS_0501hrl2046ra,2025-10-23 14:09:00+00:00,1,840.0,,,Moderate
RWS01_MONIBAS_0501hrl2046ra,2025-10-23 14:09:00+00:00,,840.0,,,Moderate
RWS01_MONIBAS_0501hrl2046ra,2025-10-23 14:09:00+00:00,3,1020.0,,,Heavy
RWS01_MONIBAS_0501hrl2046ra,2025-10-23 14:09:00+00:00,,1020.0,,,Heavy
RWS01_MONICA_00D01406C850D0050009,2025-10-23 14:09:00+00:00,1,1380.0,,,Heavy
RWS01_MONICA_00D01406C850D0050009,2025-10-23 14:09:00+00:00,,1380.0,,,Heavy
RWS01_MONICA_00D01406C850D0050009,2025-10-23 14:09:00+00:00,2,60.0,,,Light
RWS01_MONICA_00D01406C850D0050009,2025-10-23 14:09:00+00:00,,60.0,,,Light
RWS01_MONICA_00D01406C850D0050009,2025-10-23 14:09:00+00:00,4,1440.0,,,Heavy
RWS01_MONICA_00D01406C850D0050009,2025-10-23 14:09:00+00:00,,1440.0,,,Heavy
RWS01_MONIBAS_0010vwm0873ra,2025-10-23 14:09:00+00:00,1,660.0,,,Moderate
RWS01_MONIBAS_0010vwm0873ra,2025-10-23 14:09:00+00:00,,660.0,,,Moderate
RWS01_MONICA_00D00606B823D0050305,2025-10-23 14:09:00+00:00,1,1020.0,,,Heavy
RWS01_MONICA_00D00606B823D0050305,2025-10-23 14:09:00+00:00,,1020.0,,,Heavy
RWS01_MONICA_00D00606B823D0050305,2025-10-23 14:09:00+00:00,4,1020.0,,,Heavy
RWS01_MONICA_00D00606B823D0050305,2025-10-23 14:09:00+00:00,,1020.0,,,Heavy
RWS01_MONIBAS_0070vwa0149ra,2025-10-23 14:09:00+00:00,1,60.0,,,Light
RWS01_MONIBAS_0070vwa0149ra,2025-10-23 14:09:00+00:00,,60.0,,,Light
RWS01_MONIBAS_0671hrr0186ra,2025-10-23 14:09:00+00:00,1,1080.0,,,Heavy
RWS01_MONIBAS_0671hrr0186ra,2025-10-23 14:09:00+00:00,,1080.0,,,Heavy
RWS01_MONIBAS_0021hrr0433ra,2025-10-23 14:09:00+00:00,1,1140.0,,,Heavy
RWS01_MONIBAS_0021hrr0433ra,2025-10-23 14:09:00+00:00,,1140.0,,,Heavy
RWS01_MONIBAS_0021hrr0433ra,2025-10-23 14:09:00+00:00,3,1980.0,,,Very Heavy
RWS01_MONIBAS_0021hrr0433ra,2025-10-23 14:09:00+00:00,,1980.0,,,Very Heavy
RWS01_MONIBAS_0021hrr0433ra,2025-10-23 14:09:00+00:00,5,1860.0,,,Very Heavy
RWS01_MONIBAS_0021hrr0433ra,2025-10-23 14:09:00+00:00,,1860.0,,,Very Heavy
RWS01_MONIBAS_0021hrr0433ra,2025-10-23 14:09:00+00:00,7,1260.0,,,Heavy
RWS01_MONIBAS_0021hrr0433ra,2025-10-23 14:09:00+00:00,,1260.0,,,Heavy
RWS01_MONIBAS_0021hrr0433ra,2025-10-23 14:09:00+00:00,9,960.0,,,Moderate
RWS01_MONIBAS_0021hrr0433ra,2025-10-23 14:09:00+00:00,,960.0,,,Moderate
RWS01_MONIBAS_0581hrr0551rb,2025-10-23 14:09:00+00:00,1,1020.0,,,Heavy
RWS01_MONIBAS_0581hrr0551rb,2025-10-23 14:09:00+00:00,,1020.0,,,Heavy
RWS01_MONIBAS_0581hrr0551ra,2025-10-23 14:09:00+00:00,1,1620.0,,,Very Heavy
RWS01_MONIBAS_0581hrr0551ra,2025-10-23 14:09:00+00:00,,1620.0,,,Very Heavy
RWS01_MONIBAS_0581hrr0551ra,2025-10-23 14:09:00+00:00,3,960.0,,,Moderate
RWS01_MONIBAS_0581hrr0551ra,2025-10-23 14:09:00+00:00,,960.0,,,Moderate
RWS01_MONIBAS_0091hrr0099ra,2025-10-23 14:09:00+00:00,1,1080.0,,,Heavy
RWS01_MONIBAS_0091hrr0099ra,2025-10-23 14:09:00+00:00,,1080.0,,,Heavy
RWS01_MONIBAS_0091hrr0099ra,2025-10-23 14:09:00+00:00,3,1200.0,,,Heavy
RWS01_MONIBAS_0091hrr0099ra,2025-10-23 14:09:00+00:00,,1200.0,,,Heavy
RWS01_MONICA_00D01406C850D0050005,2025-10-23 14:09:00+00:00,1,2160.0,,,Very Heavy
RWS01_MONICA_00D01406C850D0050005,2025-10-23 14:09:00+00:00,,2160.0,,,Very Heavy
RWS01_MONICA_00D01406C850D0050005,2025-10-23 14:09:00+00:00,2,60.0,,,Light
RWS01_MONICA_00D01406C850D0050005,2025-10-23 14:09:00+00:00,,60.0,,,Light
RWS01_MONICA_00D01406C850D0050005,2025-10-23 14:09:00+00:00,4,2220.0,,,Very Heavy
RWS01_MONICA_00D01406C850D0050005,2025-10-23 14:09:00+00:00,,2220.0,,,Very Heavy
RWS01_MONIBAS_0161hrl0341ra,2025-10-23 14:09:00+00:00,1,2220.0,,,Very Heavy
RWS01_MONIBAS_0161hrl0341ra,2025-10-23 14:09:00+00:00,,2220.0,,,Very Heavy
RWS01_MONIBAS_0161hrl0341ra,2025-10-23 14:09:00+00:00,3,2040.0,,,Very Heavy
RWS01_MONIBAS_0161hrl0341ra,2025-10-23 14:09:00+00:00,,2040.0,,,Very Heavy
RWS01_MONIBAS_0010vwj0300ra,2025-10-23 14:09:00+00:00,1,240.0,,,Light
RWS01_MONIBAS_0010vwj0300ra,2025-10-23 14:09:00+00:00,,240.0,,,Light
RWS01_MONIBAS_0501hrr1963ra,2025-10-23 14:09:00+00:00,1,1560.0,,,Very Heavy
RWS01_MONIBAS_0501hrr1963ra,2025-10-23 14:09:00+00:00,,1560.0,,,Very Heavy
RWS01_MONIBAS_0501hrr1963ra,2025-10-23 14:09:00+00:00,3,1260.0,,,Heavy
RWS01_MONIBAS_0501hrr1963ra,2025-10-23 14:09:00+00:00,,1260.0,,,Heavy
RWS01_MONIBAS_0501hrr1963ra,2025-10-23 14:09:00+00:00,5,1020.0,,,Heavy
RWS01_MONIBAS_0501hrr1963ra,2025-10-23 14:09:00+00:00,,1020.0,,,Heavy
RWS01_MONIBAS_0021hrr0829ra,2025-10-23 14:09:00+00:00,1,720.0,,,Moderate
RWS01_MONIBAS_0021hrr0829ra,2025-10-23 14:09:00+00:00,,720.0,,,Moderate
RWS01_MONIBAS_0021hrr0829ra,2025-10-23 14:09:00+00:00,3,1080.0,,,Heavy
RWS01_MONIBAS_0021hrr0829ra,2025-10-23 14:09:00+00:00,,1080.0,,,Heavy
RWS01_MONIBAS_0021hrr0829ra,2025-10-23 14:09:00+00:00,5,840.0,,,Moderate
RWS01_MONIBAS_0021hrr0829ra,2025-10-23 14:09:00+00:00,,840.0,,,Moderate
RWS01_MONIBAS_0021hrr0829ra,2025-10-23 14:09:00+00:00,7,720.0,,,Moderate
RWS01_MONIBAS_0021hrr0829ra,2025-10-23 14:09:00+00:00,,720.0,,,Moderate
RWS01_MONIBAS_0150vwd0474ra,2025-10-23 14:09:00+00:00,1,360.0,,,Light
RWS01_MONIBAS_0150vwd0474ra,2025-10-23 14:09:00+00:00,,360.0,,,Light
RWS01_MONIBAS_0021hrl2378ra,2025-10-23 14:09:00+00:00,1,1680.0,,,Very Heavy
RWS01_MONIBAS_0021hrl2378ra,2025-10-23 14:09:00+00:00,,1680.0,,,Very Heavy
RWS01_MONIBAS_0021hrl2378ra,2025-10-23 14:09:00+00:00,3,1740.0,,,Very Heavy
RWS01_MONIBAS_0021hrl2378ra,2025-10-23 14:09:00+00:00,,1740.0,,,Very Heavy
RWS01_MONIBAS_0021hrl2378ra,2025-10-23 14:09:00+00:00,5,1080.0,,,Heavy
RWS01_MONIBAS_0021hrl2378ra,2025-10-23 14:09:00+00:00,,1080.0,,,Heavy
RWS01_MONIBAS_0011hrr1125ra,2025-10-23 14:09:00+00:00,1,1980.0,,,Very Heavy
RWS01_MONIBAS_0011hrr1125ra,2025-10-23 14:09:00+00:00,,1980.0,,,Very Heavy
RWS01_MONIBAS_0011hrr1125ra,2025-10-23 14:09:00+00:00,3,1740.0,,,Very Heavy
RWS01_MONIBAS_0011hrr1125ra,2025-10-23 14:09:00+00:00,,1740.0,,,Very Heavy
RWS01_MONIBAS_0011hrr1125ra,2025-10-23 14:09:00+00:00,5,840.0,,,Moderate
RWS01_MONIBAS_0011hrr1125ra,2025-10-23 14:09:00+00:00,,840.0,,,Moderate
RWS01_MONICA_00D00C12D83C20200007,2025-10-23 14:09:00+00:00,1,1200.0,,,Heavy
RWS01_MONICA_00D00C12D83C20200007,2025-10-23 14:09:00+00:00,,1200.0,,,Heavy
RWS01_MONICA_00D00C12D83C20200007,2025-10-23 14:09:00+00:00,4,1200.0,,,Heavy
RWS01_MONICA_00D00C12D83C20200007,2025-10-23 14:09:00+00:00,,1200.0,,,Heavy
RWS01_MONIBAS_0121hrr0251ra,2025-10-23 14:09:00+00:00,1,600.0,,,Moderate
RWS01_MONIBAS_0121hrr0251ra,2025-10-23 14:09:00+00:00,,600.0,,,Moderate
RWS01_MONIBAS_0121hrr0251ra,2025-10-23 14:09:00+00:00,3,1860.0,,,Very Heavy
RWS01_MONIBAS_0121hrr0251ra,2025-10-23 14:09:00+00:00,,1860.0,,,Very Heavy
RWS01_MONIBAS_0121hrr0251ra,2025-10-23 14:09:00+00:00,5,1440.0,,,Heavy
RWS01_MONIBAS_0121hrr0251ra,2025-10-23 14:09:00+00:00,,1440.0,,,Heavy
RWS01_MONIBAS_0011hrr1628ra,2025-10-23 14:09:00+00:00,1,1500.0,,,Very Heavy
RWS01_MONIBAS_0011hrr1628ra,2025-10-23 14:09:00+00:00,,1500.0,,,Very Heavy
RWS01_MONIBAS_0011hrr1628ra,2025-10-23 14:09:00+00:00,4,1500.0,,,Very Heavy
RWS01_MONIBAS_0011hrr1628ra,2025-10-23 14:09:00+00:00,,1500.0,,,Very Heavy
RWS01_MONIBAS_0011hrr1628ra,2025-10-23 14:09:00+00:00,9,660.0,,,Moderate
RWS01_MONIBAS_0011hrr1628ra,2025-10-23 14:09:00+00:00,,660.0,,,Moderate
RWS01_MONIBAS_0011hrr1628ra,2025-10-23 14:09:00+00:00,10,120.0,,,Light
RWS01_MONIBAS_0011hrr1628ra,2025-10-23 14:09:00+00:00,,120.0,,,Light
RWS01_MONIBAS_0011hrr1628ra,2025-10-23 14:09:00+00:00,11,180.0,,,Light
RWS01_MONIBAS_0011hrr1628ra,2025-10-23 14:09:00+00:00,,180.0,,,Light
RWS01_MONIBAS_0011hrr1628ra,2025-10-23 14:09:00+00:00,12,960.0,,,Moderate
RWS01_MONIBAS_0011hrr1628ra,2025-10-23 14:09:00+00:00,,960.0,,,Moderate
RWS01_MONICA_00D00F183C00D0050005,2025-10-23 14:09:00+00:00,1,540.0,,,Moderate
RWS01_MONICA_00D00F183C00D0050005,2025-10-23 14:09:00+00:00,,540.0,,,Moderate
RWS01_MONICA_00D00F183C00D0050005,2025-10-23 14:09:00+00:00,4,540.0,,,Moderate
RWS01_MONICA_00D00F183C00D0050005,2025-10-23 14:09:00+00:00,,540.0,,,Moderate
RWS01_MONIBAS_0020vwd0618ra,2025-10-23 14:09:00+00:00,1,780.0,,,Moderate
RWS01_MONIBAS_0020vwd0618ra,2025-10-23 14:09:00+00:00,,780.0,,,Moderate
RWS01_MONIBAS_0121hrl0093ra,2025-10-23 14:09:00+00:00,1,1500.0,,,Very Heavy
RWS01_MONIBAS_0121hrl0093ra,2025-10-23 14:09:00+00:00,,1500.0,,,Very Heavy
RWS01_MONIBAS_0121hrl0093ra,2025-10-23 14:09:00+00:00,3,1680.0,,,Very Heavy
RWS01_MONIBAS_0121hrl0093ra,2025-10-23 14:09:00+00:00,,1680.0,,,Very Heavy
RWS01_MONIBAS_0121hrl0093ra,2025-10-23 14:09:00+00:00,5,1920.0,,,Very Heavy
RWS01_MONIBAS_0121hrl0093ra,2025-10-23 14:09:00+00:00,,1920.0,,,Very Heavy
RWS01_MONICA_00D00F183C00D0050009,2025-10-23 14:09:00+00:00,1,780.0,,,Moderate
RWS01_MONICA_00D00F183C00D0050009,2025-10-23 14:09:00+00:00,,780.0,,,Moderate
RWS01_MONICA_00D00F183C00D0050009,2025-10-23 14:09:00+00:00,4,780.0,,,Moderate
RWS01_MONICA_00D00F183C00D0050009,2025-10-23 14:09:00+00:00,,780.0,,,Moderate
RWS01_MONIBAS_0010vwp0115ra,2025-10-23 14:09:00+00:00,1,1140.0,,,Heavy
RWS01_MONIBAS_0010vwp0115ra,2025-10-23 14:09:00+00:00,,1140.0,,,Heavy
RWS01_MONIBAS_0010vwp0115ra,2025-10-23 14:09:00+00:00,3,1860.0,,,Very Heavy
RWS01_MONIBAS_0010vwp0115ra,2025-10-23 14:09:00+00:00,,1860.0,,,Very Heavy
RWS01_MONIBAS_0150vwe0596ra,2025-10-23 14:09:00+00:00,1,1320.0,,,Heavy
RWS01_MONIBAS_0150vwe0596ra,2025-10-23 14:09:00+00:00,,1320.0,,,Heavy
RWS01_MONIBAS_0150vwe0596ra,2025-10-23 14:09:00+00:00,3,960.0,,,Moderate
RWS01_MONIBAS_0150vwe0596ra,2025-10-23 14:09:00+00:00,,960.0,,,Moderate
RWS01_MONIBAS_0121hrr0754ra,2025-10-23 14:09:00+00:00,1,2100.0,,,Very Heavy
RWS01_MONIBAS_0121hrr0754ra,2025-10-23 14:09:00+00:00,,2100.0,,,Very Heavy
RWS01_MONIBAS_0121hrr0754ra,2025-10-23 14:09:00+00:00,3,1980.0,,,Very Heavy
RWS01_MONIBAS_0121hrr0754ra,2025-10-23 14:09:00+00:00,,1980.0,,,Very Heavy
RWS01_MONIBAS_0121hrr0754ra,2025-10-23 14:09:00+00:00,5,1620.0,,,Very Heavy
RWS01_MONIBAS_0121hrr0754ra,2025-10-23 14:09:00+00:00,,1620.0,,,Very Heavy
RWS01_MONIBAS_0161hrl0461ra,2025-10-23 14:09:00+00:00,1,1980.0,,,Very Heavy
RWS01_MONIBAS_0161hrl0461ra,2025-10-23 14:09:00+00:00,,1980.0,,,Very Heavy
RWS01_MONIBAS_0161hrl0461ra,2025-10-23 14:09:00+00:00,3,1620.0,,,Very Heavy
RWS01_MONIBAS_0161hrl0461ra,2025-10-23 14:09:00+00:00,,1620.0,,,Very Heavy
RWS01_MONIBAS_0161hrl0461ra,2025-10-23 14:09:00+00:00,5,1260.0,,,Heavy
RWS01_MONIBAS_0161hrl0461ra,2025-10-23 14:09:00+00:00,,1260.0,,,Heavy
RWS01_MONIBAS_0121hrl0103ra,2025-10-23 14:09:00+00:00,1,1380.0,,,Heavy
RWS01_MONIBAS_0121hrl0103ra,2025-10-23 14:09:00+00:00,,1380.0,,,Heavy
RWS01_MONIBAS_0121hrl0103ra,2025-10-23 14:09:00+00:00,3,1860.0,,,Very Heavy
RWS01_MONIBAS_0121hrl0103ra,2025-10-23 14:09:00+00:00,,1860.0,,,Very Heavy
RWS01_MONIBAS_0121hrl0103ra,2025-10-23 14:09:00+00:00,5,1620.0,,,Very Heavy
RWS01_MONIBAS_0121hrl0103ra,2025-10-23 14:09:00+00:00,,1620.0,,,Very Heavy
RWS01_MONICA_00D03A0B201490200005,2025-10-23 14:09:00+00:00,1,1020.0,,,Heavy
RWS01_MONICA_00D03A0B201490200005,2025-10-23 14:09:00+00:00,,1020.0,,,Heavy
RWS01_MONICA_00D03A0B201490200005,2025-10-23 14:09:00+00:00,2,60.0,,,Light
RWS01_MONICA_00D03A0B201490200005,2025-10-23 14:09:00+00:00,,60.0,,,Light
RWS01_MONICA_00D03A0B201490200005,2025-10-23 14:09:00+00:00,3,240.0,,,Light
RWS01_MONICA_00D03A0B201490200005,2025-10-23 14:09:00+00:00,,240.0,,,Light
RWS01_MONICA_00D03A0B201490200005,2025-10-23 14:09:00+00:00,4,1320.0,,,Heavy
RWS01_MONICA_00D03A0B201490200005,2025-10-23 14:09:00+00:00,,1320.0,,,Heavy
RWS01_MONIBAS_0121hrr0527ra,2025-10-23 14:09:00+00:00,1,780.0,,,Moderate
RWS01_MONIBAS_0121hrr0527ra,2025-10-23 14:09:00+00:00,,780.0,,,Moderate
RWS01_MONIBAS_0121hrr0527ra,2025-10-23 14:09:00+00:00,3,1740.0,,,Very Heavy
RWS01_MONIBAS_0121hrr0527ra,2025-10-23 14:09:00+00:00,,1740.0,,,Very Heavy
RWS01_MONIBAS_0121hrr0527ra,2025-10-23 14:09:00+00:00,5,1140.0,,,Heavy
RWS01_MONIBAS_0121hrr0527ra,2025-10-23 14:09:00+00:00,,1140.0,,,Heavy
RWS01_MONIBAS_0121hrr0527ra,2025-10-23 14:09:00+00:00,7,1080.0,,,Heavy
RWS01_MONIBAS_0121hrr0527ra,2025-10-23 14:09:00+00:00,,1080.0,,,Heavy
RWS01_MONIBAS_0101hrl0186ra,2025-10-23 14:09:00+00:00,1,2160.0,,,Very Heavy
RWS01_MONIBAS_0101hrl0186ra,2025-10-23 14:09:00+00:00,,2160.0,,,Very Heavy
RWS01_MONIBAS_0101hrl0186ra,2025-10-23 14:09:00+00:00,3,2220.0,,,Very Heavy
RWS01_MONIBAS_0101hrl0186ra,2025-10-23 14:09:00+00:00,,2220.0,,,Very Heavy
RWS01_MONIBAS_0101hrl0186ra,2025-10-23 14:09:00+00:00,5,720.0,,,Moderate
RWS01_MONIBAS_0101hrl0186ra,2025-10-23 14:09:00+00:00,,720.0,,,Moderate
RWS01_MONIBAS_0160vwy0182ra,2025-10-23 14:09:00+00:00,1,1500.0,,,Very Heavy
RWS01_MONIBAS_0160vwy0182ra,2025-10-23 14:09:00+00:00,,1500.0,,,Very Heavy
RWS01_MONIBAS_0160vwy0182ra,2025-10-23 14:09:00+00:00,3,960.0,,,Moderate
RWS01_MONIBAS_0160vwy0182ra,2025-10-23 14:09:00+00:00,,960.0,,,Moderate
RWS01_MONIBAS_0150vwm0619ra,2025-10-23 14:09:00+00:00,1,720.0,,,Moderate
RWS01_MONIBAS_0150vwm0619ra,2025-10-23 14:09:00+00:00,,720.0,,,Moderate
RWS01_MONIBAS_0150vwm0619ra,2025-10-23 14:09:00+00:00,3,960.0,,,Moderate
RWS01_MONIBAS_0150vwm0619ra,2025-10-23 14:09:00+00:00,,960.0,,,Moderate
RWS01_MONIBAS_0150vwm0619ra,2025-10-23 14:09:00+00:00,5,300.0,,,Light
RWS01_MONIBAS_0150vwm0619ra,2025-10-23 14:09:00+00:00,,300.0,,,Light
RWS01_MONIBAS_0150vwm0619ra,2025-10-23 14:09:00+00:00,7,360.0,,,Light
RWS01_MONIBAS_0150vwm0619ra,2025-10-23 14:09:00+00:00,,360.0,,,Light
RWS01_MONIBAS_0061hrr0497ra,2025-10-23 14:09:00+00:00,1,1560.0,,,Very Heavy
RWS01_MONIBAS_0061hrr0497ra,2025-10-23 14:09:00+00:00,,1560.0,,,Very Heavy
RWS01_MONIBAS_0061hrr0497ra,2025-10-23 14:09:00+00:00,3,1380.0,,,Heavy
RWS01_MONIBAS_0061hrr0497ra,2025-10-23 14:09:00+00:00,,1380.0,,,Heavy
RWS01_MONIBAS_0091hrl0645ra,2025-10-23 14:09:00+00:00,1,960.0,,,Moderate
RWS01_MONIBAS_0091hrl0645ra,2025-10-23 14:09:00+00:00,,960.0,,,Moderate
RWS01_MONIBAS_0091hrl0645ra,2025-10-23 14:09:00+00:00,3,1620.0,,,Very Heavy
RWS01_MONIBAS_0091hrl0645ra,2025-10-23 14:09:00+00:00,,1620.0,,,Very Heavy
RWS01_MONIBAS_0091hrl0645ra,2025-10-23 14:09:00+00:00,5,840.0,,,Moderate
RWS01_MONIBAS_0091hrl0645ra,2025-10-23 14:09:00+00:00,,840.0,,,Moderate
RWS01_MONIBAS_0671hrr0293ra,2025-10-23 14:09:00+00:00,1,2160.0,,,Very Heavy
RWS01_MONIBAS_0671hrr0293ra,2025-10-23 14:09:00+00:00,,2160.0,,,Very Heavy
RWS01_MONIBAS_0671hrr0293ra,2025-10-23 14:09:00+00:00,3,960.0,,,Moderate
RWS01_MONIBAS_0671hrr0293ra,2025-10-23 14:09:00+00:00,,960.0,,,Moderate
RWS01_MONIBAS_0271hrr0851ra,2025-10-23 14:09:00+00:00,1,1740.0,,,Very Heavy
RWS01_MONIBAS_0271hrr0851ra,2025-10-23 14:09:00+00:00,,1740.0,,,Very Heavy
RWS01_MONIBAS_0271hrr0851ra,2025-10-23 14:09:00+00:00,3,1980.0,,,Very Heavy
RWS01_MONIBAS_0271hrr0851ra,2025-10-23 14:09:00+00:00,,1980.0,,,Very Heavy
RWS01_MONIBAS_0271hrr0851ra,2025-10-23 14:09:00+00:00,5,720.0,,,Moderate
RWS01_MONIBAS_0271hrr0851ra,2025-10-23 14:09:00+00:00,,720.0,,,Moderate
RWS01_MONIBAS_0271hrr0851ra,2025-10-23 14:09:00+00:00,7,420.0,,,Light
RWS01_MONIBAS_0271hrr0851ra,2025-10-23 14:09:00+00:00,,420.0,,,Light
RWS01_MONIBAS_0271hrr0851ra,2025-10-23 14:09:00+00:00,9,600.0,,,Moderate
RWS01_MONIBAS_0271hrr0851ra,2025-10-23 14:09:00+00:00,,600.0,,,Moderate
RWS01_MONIBAS_3251hrr0204ra,2025-10-23 14:09:00+00:00,1,360.0,,,Light
RWS01_MONIBAS_3251hrr0204ra,2025-10-23 14:09:00+00:00,,360.0,,,Light
RWS01_MONIBAS_3251hrr0204ra,2025-10-23 14:09:00+00:00,3,540.0,,,Moderate
RWS01_MONIBAS_3251hrr0204ra,2025-10-23 14:09:00+00:00,,540.0,,,Moderate
RWS01_MONIBAS_3251hrr0204ra,2025-10-23 14:09:00+00:00,5,660.0,,,Moderate
RWS01_MONIBAS_3251hrr0204ra,2025-10-23 14:09:00+00:00,,660.0,,,Moderate
RWS01_MONIBAS_0501hrl1828ra,2025-10-23 14:09:00+00:00,1,1620.0,,,Very Heavy
RWS01_MONIBAS_0501hrl1828ra,2025-10-23 14:09:00+00:00,,1620.0,,,Very Heavy
RWS01_MONIBAS_0501hrl1828ra,2025-10-23 14:09:00+00:00,3,660.0,,,Moderate
RWS01_MONIBAS_0501hrl1828ra,2025-10-23 14:09:00+00:00,,660.0,,,Moderate
RWS01_MONICA_00D002255805D0070007,2025-10-23 14:09:00+00:00,1,1500.0,,,Very Heavy
RWS01_MONICA_00D002255805D0070007,2025-10-23 14:09:00+00:00,,1500.0,,,Very Heavy
RWS01_MONICA_00D002255805D0070007,2025-10-23 14:09:00+00:00,4,1500.0,,,Very Heavy
RWS01_MONICA_00D002255805D0070007,2025-10-23 14:09:00+00:00,,1500.0,,,Very Heavy
RWS01_MONIBAS_0081hrl0073ra,2025-10-23 14:09:00+00:00,1,840.0,,,Moderate
RWS01_MONIBAS_0081hrl0073ra,2025-10-23 14:09:00+00:00,,840.0,,,Moderate
RWS01_MONIBAS_0081hrl0073ra,2025-10-23 14:09:00+00:00,3,1380.0,,,Heavy
RWS01_MONIBAS_0081hrl0073ra,2025-10-23 14:09:00+00:00,,1380.0,,,Heavy
RWS01_MONIBAS_0011hrr0899ra,2025-10-23 14:09:00+00:00,1,780.0,,,Moderate
RWS01_MONIBAS_0011hrr0899ra,2025-10-23 14:09:00+00:00,,780.0,,,Moderate
RWS01_MONIBAS_0011hrr0899ra,2025-10-23 14:09:00+00:00,3,1740.0,,,Very Heavy
RWS01_MONIBAS_0011hrr0899ra,2025-10-23 14:09:00+00:00,,1740.0,,,Very Heavy
RWS01_MONIBAS_0011hrr0899ra,2025-10-23 14:09:00+00:00,5,1020.0,,,Heavy
RWS01_MONIBAS_0011hrr0899ra,2025-10-23 14:09:00+00:00,,1020.0,,,Heavy
RWS01_MONIBAS_0151hrr0236ra,2025-10-23 14:09:00+00:00,1,480.0,,,Light
RWS01_MONIBAS_0151hrr0236ra,2025-10-23 14:09:00+00:00,,480.0,,,Light
RWS01_MONIBAS_0151hrr0236ra,2025-10-23 14:09:00+00:00,3,900.0,,,Moderate
RWS01_MONIBAS_0151hrr0236ra,2025-10-23 14:09:00+00:00,,900.0,,,Moderate
RWS01_MONIBAS_0021hrr0699ra,2025-10-23 14:09:00+00:00,1,1620.0,,,Very Heavy
RWS01_MONIBAS_0021hrr0699ra,2025-10-23 14:09:00+00:00,,1620.0,,,Very Heavy
RWS01_MONIBAS_0021hrr0699ra,2025-10-23 14:09:00+00:00,3,1620.0,,,Very Heavy
RWS01_MONIBAS_0021hrr0699ra,2025-10-23 14:09:00+00:00,,1620.0,,,Very Heavy
RWS01_MONIBAS_0021hrr0699ra,2025-10-23 14:09:00+00:00,5,1680.0,,,Very Heavy
RWS01_MONIBAS_0021hrr0699ra,2025-10-23 14:09:00+00:00,,1680.0,,,Very Heavy
RWS01_MONIBAS_0021hrr0699ra,2025-10-23 14:09:00+00:00,7,1440.0,,,Heavy
RWS01_MONIBAS_0021hrr0699ra,2025-10-23 14:09:00+00:00,,1440.0,,,Heavy
RWS01_MONICA_00D002255805D007000F,2025-10-23 14:09:00+00:00,1,780.0,,,Moderate
RWS01_MONICA_00D002255805D007000F,2025-10-23 14:09:00+00:00,,780.0,,,Moderate
RWS01_MONICA_00D002255805D007000F,2025-10-23 14:09:00+00:00,2,180.0,,,Light
RWS01_MONICA_00D002255805D007000F,2025-10-23 14:09:00+00:00,,180.0,,,Light
